District,Title,AddressLine2,AddressLine1,AddressLine3,AddressLine4,Telephone,Fax,LastName,
WA07,US Representative,US House of Representatives,The Honorable Jim McDermott,1809 Seventh Avenue Suite 1212,"Seattle, WA 98101-1399",(206) 553-7170,(206) 553-7175,McDermott,98101-1399
MO04,US Representative,US House of Representatives,The Honorable Vicky Hartzler,415 South Ohio Avenue Suite 212B,"Sedalia, MO 65301",(573) 634-4884,,Hartzler,65301
TX28,US Representative,US House of Representatives,The Honorable Henry Cuellar,100 South Austin Street ,"Seguin, TX 78155-5702",(830) 401-0457,(830) 379-0984,Cuellar,78155-5702
AL07,US Representative,US House of Representatives,The Honorable Terri A. Sewell,908 Alabama Avenue Suite 112,"Selma, AL 36701-4660",(334) 877-4414,(334) 877-4489,Sewell,36701-4660
FL10,US Representative,US House of Representatives,The Honorable C.W. Bill Young,9210 113th Street Room 606,"Seminole, FL 33772-2800",(727) 394-6950,(727) 394-6955,Young,33772-2800
MI10,US Representative,US House of Representatives,The Honorable Candice S. Miller,48701 Van Dyke Avenue ,"Shelby Township, MI 48317-2560",(586) 997-5010,(586) 997-5013,Miller,48317-2560
NC10,US Representative,US House of Representatives,The Honorable Patrick T. McHenry,311 East Marion Street Suite 119,"Shelby, NC 28151-4611",(704) 481-0578,(704) 481-0757,McHenry,28151-4611
WY01,US Representative,US House of Representatives,The Honorable Cynthia M. Lummis,45 East Loucks Suite 300F,"Sheridan, WY 82801-6331",(307) 673-4608,(307) 673-4982,Lummis,82801-6331
CA27,US Representative,US House of Representatives,The Honorable Brad J. Sherman,5000 Van Nuys Boulevard Suite 420,"Sherman Oaks, CA 91403-1791",(818) 501-9200,(818) 501-1554,Sherman,91403-1791
TX04,US Representative,US House of Representatives,The Honorable Ralph M. Hall,101 East Pecan Street Suite 119,"Sherman, TX 75090-5989",(903) 892-1112,(903) 868-0264,Hall,75090-5989
WA01,US Representative,US House of Representatives,The Honorable Jay Inslee,18560 First Avenue NE Suite E-800,"Shoreline, WA 98155-2150",(206) 361-0233,(206) 361-3959,Inslee,98155-2150
LA04,US Representative,US House of Representatives,The Honorable John Fleming,6425 Youree Drive Suite 350,"Shreveport, LA 71105-4634",(318) 798-2254,(318) 798-2063,Fleming,71105-4634
AZ08,US Representative,US House of Representatives,The Honorable Gabrielle Giffords,77 Calle Portal Room B-160,"Sierra Vista, AZ 85635-2981",(520) 459-3115,(520) 459-5419,Giffords,85635-2981
MD04,US Representative,US House of Representatives,The Honorable Donna F. Edwards,8730 Georgia Avenue Suite 209,"Silver Spring, MD 20910-3651",(301) 562-7960,(301) 562-7964,Edwards,20910-3651
IA05,US Representative,US House of Representatives,The Honorable Steve A. King,526 Nebraska Street ,"Sioux City, IA 51101-1313",(712) 224-4692,(712) 224-4693,King,51101-1313
SD01,US Representative,US House of Representatives,The Honorable Kristi L. Noem,2310 West 41st Street Suite 101,"Sioux Falls, SD 57105-6118",(605) 275-2868,(605) 367-8373,Noem,57105-6118
GA13,US Representative,US House of Representatives,The Honorable David A. Scott,888 Concord Road Suite 100,"Smyrna, GA 30080-4202",(770) 432-5405,(770) 432-5813,Scott,30080-4202
CA50,US Representative,US House of Representatives,The Honorable Brian P. Bilbray,380 Stevens Avenue Suite 212,"Solana Beach, CA 92075-2069",(858) 350-1150,(858) 350-0750,Bilbray,92075-2069
CA24,US Representative,US House of Representatives,The Honorable Elton Gallegly,485 Alisal Road Suite G-1a,"Solvang, CA 93463-3701",(805) 522-4487,(805) 888-2588,Gallegly,93463-3701
KY05,US Representative,US House of Representatives,The Honorable Hal Rogers,551 Clifty Street ,"Somerset, KY 42501-1782",(606) 679-8346,(606) 678-4856,Rogers,42501-1782
PA09,US Representative,US House of Representatives,The Honorable Bill Shuster,118 West Main Street Suite 104,"Somerset, PA 15501-2047",(814) 443-3918,(814) 443-6373,Shuster,15501-2047
AZ07,US Representative,US House of Representatives,The Honorable Raul M. Grijalva,201 Bingham Avenue Suite 2,"Somerton, AZ 85350",(928) 343-7933,(928) 343-7949,Grijalva,85350
IN02,US Representative,US House of Representatives,The Honorable Joe Donnelly,207 West Colfax Avenue ,"South Bend, IN 46601-1606",(574) 288-2780,(574) 288-2825,Donnelly,46601-1606
NY01,US Representative,US House of Representatives,The Honorable Tim H. Bishop,137 Hampton Road ,"Southampton, NY 11968-4923",(631) 259-8450,(631) 259-8451,Bishop,11968-4923
SC04,US Representative,US House of Representatives,The Honorable Trey Gowdy,101 West St. John Street Suite 203,"Spartanburg, SC 29306-5167",(864) 583-3264,,Gowdy,29306-5167
IA05,US Representative,US House of Representatives,The Honorable Steve A. King,PO BOX 650 ,"Spencer, IA 51301",(712) 580-7754,(712) 580-3354,King,51301
WA05,US Representative,US House of Representatives,The Honorable Cathy McMorris Rodgers,10 North Post Street Suite 625,"Spokane, WA 99201-0712",(509) 353-2374,(509) 353-2412,McMorris Rodgers,99201-0712
IL18,US Representative,US House of Representatives,The Honorable Aaron Schock,235 South Sixth Street ,"Springfield, IL 62701-1502",(217) 670-1653,(217) 670-1806,Schock,62701-1502
IL19,US Representative,US House of Representatives,The Honorable John M. Shimkus,3130 Chatham Road Suite C,"Springfield, IL 62704-5379",(217) 492-5090,(217) 492-5096,Shimkus,62704-5379
MA02,US Representative,US House of Representatives,The Honorable Richard E. Neal,300 State Street Suite 200,"Springfield, MA 01105-1711",(413) 785-0325,(413) 747-0604,Neal,01105-1711
MO07,US Representative,US House of Representatives,The Honorable Billy Long,3232 East Ridgeview Street ,"Springfield, MO 65804-4076",(417) 889-1800,(417) 889-4915,Long,65804-4076
OH07,US Representative,US House of Representatives,The Honorable Steve Austria,5 West North Street Suite 200,"Springfield, OH 45504-2544",(937) 325-0474,(937) 325-9188,Austria,45504-2544
PA07,US Representative,US House of Representatives,The Honorable Pat Meehan,940 Sproul Road ,"Springfield, PA 19064-1255",(610) 690-7323,(610) 690-7329,Meehan,19064-1255
NC10,US Representative,US House of Representatives,The Honorable Patrick T. McHenry,167 Locust Avenue ,"Spruce Pine, NC 28777-2711",(828) 765-2729,,McHenry,28777-2711
FL07,US Representative,US House of Representatives,The Honorable John L. Mica,3000 North Ponce de Leon Boulevard Suite 1,"St. Augustine, FL 32084-8600",(904) 810-5048,(904) 810-5091,Mica,32084-8600
MO02,US Representative,US House of Representatives,The Honorable Todd Akin,PO Box 519 ,"St. Charles, MO 63302",(636) 949-6826,(636) 949-3832,Akin,63302
VI01,US Representative,US House of Representatives,The Honorable Donna M. Christensen,#1 Estate Cane Fredrikstad Space 204 & 205,"St. Croix, VI 00840-4425",(340) 778-5900,(340) 778-5111,Christensen,00840-4425
UT02,US Representative,US House of Representatives,The Honorable Jim Matheson,321 North Mall Drive Room E101-B,"St. George, UT 84790-7305",(435) 627-0880,(435) 627-1473,Matheson,84790-7305
MI06,US Representative,US House of Representatives,The Honorable Fred Upton,800 Ship Street Suite 106,"St. Joseph, MI 49085-2182",(269) 982-1986,(269) 982-0237,Upton,49085-2182
MO06,US Representative,US House of Representatives,The Honorable Sam Graves,201 South Eight Street Suite 330,"St. Joseph, MO 64501-2275",(816) 233-9818,(816) 233-9848,Graves,64501-2275
MO01,US Representative,US House of Representatives,The Honorable William Lacy Clay,625 North Euclid Street Suite 326,"St. Louis, MO 63108-1673",(314) 367-1970,(314) 367-1341,Clay,63108-1673
MO01,US Representative,US House of Representatives,The Honorable William Lacy Clay,8021 West Florissant Avenue Suite F,"St. Louis, MO 63136-1449",(314) 383-5240,(314) 383-8020,Clay,63136-1449
MO03,US Representative,US House of Representatives,The Honorable Russ Carnahan,8764 Manchester Road Suite 203,"St. Louis, MO 63144-2735",(314) 962-1523,(314) 962-7169,Carnahan,63144-2735
MN04,US Representative,US House of Representatives,The Honorable Betty McCollum,165 Western Avenue North Suite 17,"St. Paul, MN 55102-4613",(651) 224-9191,(651) 224-3056,McCollum,55102-4613
FL10,US Representative,US House of Representatives,The Honorable C.W. Bill Young,360 Central Avenue Suite 1480,"St. Petersburg, FL 33701-3838",(727) 893-3191,(727) 893-3126,Young,33701-3838
VI01,US Representative,US House of Representatives,The Honorable Donna M. Christensen, Suite 207,"St. Thomas, VI 00802-5820",(340) 774-4408,(340) 774-8033,Christensen,00802-5820
CT04,US Representative,US House of Representatives,The Honorable Jim A. Himes,888 Washington Boulevard 10th Floor,"Stamford, CT 06901-2902",(866) 453-0028,(203) 333-6655,Himes,06901-2902
MS03,US Representative,US House of Representatives,The Honorable Gregg Harper,One Research Boulevard Suite 206,"Starkville, MS 39759-8749",(662) 324-0007,(662) 324-0033,Harper,39759-8749
VA06,US Representative,US House of Representatives,The Honorable Bob Goodlatte,7 Court Square ,"Staunton, VA 24401-4281",(540) 885-3861,(540) 885-3930,Goodlatte,24401-4281
CO04,US Representative,US House of Representatives,The Honorable Cory Gardner,109 South Third Street ,"Sterling, CO 80751-4220",(970) 522-0203,(970) 522-1783,Gardner,80751-4220
NY13,US Representative,US House of Representatives,The Honorable Michael G. Grimm,265 New Dorp Lane 2nd Floor,"Sterling, NY 10306-3005",(718) 341-1062,(718) 980-0768,Grimm,10306-3005
OK03,US Representative,US House of Representatives,The Honorable Frank D. Lucas,2222 West 12th Street ,"Stillwater, OK 74074",(405) 624-6407,(405) 624-6467,Lucas,74074
CA18,US Representative,US House of Representatives,The Honorable Dennis A. Cardoza,137 East Weber Avenue ,"Stockton, CA 95202-2704",(209) 946-0361,(209) 946-0347,Cardoza,95202-2704
CA11,US Representative,US House of Representatives,The Honorable Jerry McNerney,2222 Grand Canal Boulevard Suite 7,"Stockton, CA 95207-6671",(209) 476-8552,(209) 476-8587,McNerney,95207-6671
IA05,US Representative,US House of Representatives,The Honorable Steve A. King,800 Oneida Street Suite A,"Storm Lake, IA 50588-3209",(712) 732-4197,(712) 732-4217,King,50588-3209
FL16,US Representative,US House of Representatives,The Honorable Thomas J. Rooney,171 Southwest Flagler Avenue ,"Stuart, FL 34994-2139",(772) 288-4668,(772) 288-4631,Rooney,34994-2139
TX22,US Representative,US House of Representatives,The Honorable Pete Olson,1650 Highway 6 Suite 150,"Sugar Land, TX 77478-4921",(281) 494-2690,(281) 494-2649,Olson,77478-4921
MD04,US Representative,US House of Representatives,The Honorable Donna F. Edwards,5001 Silver Hill Road Suite 106,"Suitland, MD 20746-5208",(301) 516-7601,(301) 516-7608,Edwards,20746-5208
TX04,US Representative,US House of Representatives,The Honorable Ralph M. Hall,320 Church Street Suite 132,"Sulphur Springs, TX 75482-2606",(903) 885-8138,(903) 439-0874,Hall,75482-2606
PA10,US Representative,US House of Representatives,The Honorable Tom Marino,160 Arch Street ,"Sunbury, PA 17801-2145",,,Marino,17801-2145
FL18,US Representative,US House of Representatives,The Honorable Ileana Ros-Lehtinen,9293 Harding Avenue ,"Surfside, FL 33154-3009",(305) 394-9441,,Ros-Lehtinen,33154-3009
NC11,US Representative,US House of Representatives,The Honorable Heath Shuler,125 Bonnie Lane ,"Sylva, NC 28779-8552",(828) 586-1962,(828) 586-1968,Shuler,28779-8552
NY25,US Representative,US House of Representatives,The Honorable Ann Marie Buerkle,100 South Clinton Street Room 1340,"Syracuse, NY 13261-6100",(315) 423-5657,(315) 423-5669,Buerkle,13261-6100
WA09,US Representative,US House of Representatives,The Honorable Adam Smith,2209 Pacific Avenue Suite B,"Tacoma, WA 98402-3005",(253) 593-6600,(253) 593-6776,Smith,98402-3005
WA06,US Representative,US House of Representatives,The Honorable Norm Dicks,1019 Pacific Avenue Suite 806,"Tacoma, WA 98402-4486",(253) 593-6536,(253) 593-6551,Dicks,98402-4486
FL02,US Representative,US House of Representatives,The Honorable Steve Southerland,3116 Capital Circle NE Suite 9,"Tallahassee, FL 32308-7791",(850) 561-3979,(850) 681-2902,Southerland,32308-7791
FL11,US Representative,US House of Representatives,The Honorable Kathy Castor,4144 North Armenia Avenue Suite 300,"Tampa, FL 33607-6435",(813) 871-2817,(813) 871-2864,Castor,33607-6435
VA01,US Representative,US House of Representatives,The Honorable Rob Wittman,508 Church Lane ,"Tappahannock, VA 22560",(804) 443-0668,(804) 443-0671,Wittman,22560
MA04,US Representative,US House of Representatives,The Honorable Barney Frank,29 Broadway Street Suite 310,"Taunton, MA 02780-3208",(508) 822-4796,(508) 822-8186,Frank,02780-3208
PA17,US Representative,US House of Representatives,The Honorable Tim Holden,4918 Kutztown Road ,"Temple, PA 19560-1554",(610) 921-3502,(610) 921-3504,Holden,19560-1554
TX31,US Representative,US House of Representatives,The Honorable John R. Carter,6544B South General Bruce Drive ,"Temple, TX 76502-5811",(254) 933-1392,(254) 933-1650,Carter,76502-5811
IN08,US Representative,US House of Representatives,The Honorable Larry Bucshon,901 Wabash Avenue Suite 140,"Terra Haute, IN 47807-3232",(812) 465-6484,(812) 422-4761,Bucshon,47807-3232
TX04,US Representative,US House of Representatives,The Honorable Ralph M. Hall,4303 Texas Boulevard Suite 2,"Texarkana, TX 75503-3094",(903) 794-4445,(903) 794-5577,Hall,75503-3094
GA02,US Representative,US House of Representatives,The Honorable Sanford D. Bishop,137 East Jackson Street ,"Thomasville, GA 31729-5136",(229) 226-7789,(229) 226-7860,Bishop,31729-5136
CO02,US Representative,US House of Representatives,The Honorable Jared Polis,1200 East 78th Avenue Suite 105,"Thornton, CO 80229-5930",(303) 287-4159,(303) 287-4385,Polis,80229-5930
GA08,US Representative,US House of Representatives,The Honorable Austin Scott,127-B North Central Avenue ,"Tifton, GA 31794-4087",(229) 396-5175,(202) 225-3013,Scott,31794-4087
MD02,US Representative,US House of Representatives,The Honorable C.A. Dutch Ruppersberger,375 West Padonia Road Suite 200,"Timonium, MD 21093-2130",(410) 628-2701,(410) 628-2708,Ruppersberger,21093-2130
MP01,US Representative,US House of Representatives,The Honorable Gregorio Kilili Camacho Sablan, ,"Tinian, MP 96952-9999",(670) 433-2647,(670) 433-2648,Sablan,96952-9999
PA05,US Representative,US House of Representatives,The Honorable Glenn Thompson,127 West Spring Street Suite C,"Titusville, PA 16354-1727",(814) 827-3985,(814) 827-7307,Thompson,16354-1727
GA10,US Representative,US House of Representatives,The Honorable Paul Broun,194 Remsdale Street ,"Toccoa, GA 30577-1899",(706) 886-1008,(706) 886-1009,Broun,30577-1899
OH09,US Representative,US House of Representatives,The Honorable Marcy Kaptur,One Maritime Plaza Sixth Floor,"Toledo, OH 43604",(419) 259-7500,(419) 255-9623,Kaptur,43604
TX10,US Representative,US House of Representatives,The Honorable Michael T. McCaul,990 Village Square Drive Suite B,"Tomball, TX 77375-4269",(281) 255-8372,(281) 255-0034,McCaul,77375-4269
KY01,US Representative,US House of Representatives,The Honorable Ed Whitfield,200 North Main Street Suite F,"Tompkinsville, KY 42167-1548",(270) 487-9509,(270) 487-0019,Whitfield,42167-1548
KS02,US Representative,US House of Representatives,The Honorable Lynn Jenkins,3550 SW 5th Street ,"Topeka, KS 66606-1998",(785) 234-5966,(785) 234-5967,Jenkins,66606-1998
MD03,US Representative,US House of Representatives,The Honorable John P. Sarbanes,600 Baltimore Avenue Suite 303,"Towson, MD 21204-4022",(410) 832-8890,(410) 832-8898,Sarbanes,21204-4022
PA06,US Representative,US House of Representatives,The Honorable Jim Gerlach,580 Main Street Suite Four,"Trappe, PA 19426-1940",(610) 409-2780,(610) 409-7988,Gerlach,19426-1940
MI04,US Representative,US House of Representatives,The Honorable Dave Camp,121 East Front Street Suite 202,"Traverse City, MI 49684-2500",(231) 929-4711,(231) 929-4776,Camp,49684-2500
MI14,US Representative,US House of Representatives,The Honorable John Conyers,2615 West Jefferson ,"Trenton, MI 48183-2802",(734) 675-4084,(734) 675-4218,Conyers,48183-2802
MI09,US Representative,US House of Representatives,The Honorable Gary C. Peters,560 Kirts Boulevard Suite 105,"Troy, MI 48084-4141",(248) 273-4227,(248) 273-4704,Peters,48084-4141
OH08,US Representative,US House of Representatives,The Honorable John A. Boehner,12 South Plum Street Suite 2,"Troy, OH 45373-5207",(937) 339-1524,(937) 339-1878,Boehner,45373-5207
GA04,US Representative,US House of Representatives,The Honorable Hank C. Johnson,3469 Lawrenceville Highway Suite 205,"Tucker, GA 30084-5866",(770) 939-2016,(770) 939-3753,Johnson,30084-5866
AZ07,US Representative,US House of Representatives,The Honorable Raul M. Grijalva,738 North 5th Avenue Suite 110,"Tucson, AZ 85705-8485",(520) 622-6788,(520) 622-0198,Grijalva,85705-8485
AZ08,US Representative,US House of Representatives,The Honorable Gabrielle Giffords,1661 North Swan Suite 112,"Tucson, AZ 85712-4051",(520) 881-3588,(520) 322-9490,Giffords,85712-4051
NM03,US Representative,US House of Representatives,The Honorable Ben Ray Lujan,404 West Route 66 Boulevard ,"Tucumcari, NM 88401-3279",(575) 461-3029,(575) 461-3192,Lujan,88401-3279
OK01,US Representative,US House of Representatives,The Honorable John A. Sullivan,5727 South Lewis Avenue Room 520,"Tulsa, OK 74105-7146",(918) 749-0014,(918) 749-0781,Sullivan,74105-7146
PA10,US Representative,US House of Representatives,The Honorable Tom Marino,181 West Tioga Street Suite 2,"Tunkhannock, OR 18657-6604",(570) 838-8020,(570) 836-8026,Marino,18657-6604
MS01,US Representative,US House of Representatives,The Honorable Alan Nunnelee,337 East Main Street ,"Tupelo, MS 38804-4025",(662) 841-8808,(662) 841-8845,Nunnelee,38804-4025
AL07,US Representative,US House of Representatives,The Honorable Terri A. Sewell,1118 Greensboro Avenue Suite 336,"Tuscaloosa, AL 35401-2861",(205) 752-5380,(205) 652-5899,Sewell,35401-2861
AL05,US Representative,US House of Representatives,The Honorable Mo Brooks,1011 George Wallace Boulevard ,"Tuscumbia, AL 35674-1726",(256) 381-3450,(256) 381-7659,Brooks,35674-1726
ID02,US Representative,US House of Representatives,The Honorable Mike Simpson,1341 Fillmore Street Suite 202,"Twin Falls, ID 83301-3392",(208) 734-7219,(208) 734-7244,Simpson,83301-3392
OH14,US Representative,US House of Representatives,The Honorable Steven C. LaTourette,10075 Ravenna Road ,"Twinsburg, OH 44087-1718",(330) 425-9291,(330) 425-7071,LaTourette,44087-1718
TX01,US Representative,US House of Representatives,The Honorable Louie Gohmert,1121 East Southeast Loop 323 Suite 206,"Tyler, TX 75701-9660",(903) 561-6349,(903) 561-7110,Gohmert,75701-9660
PA12,US Representative,US House of Representatives,The Honorable Mark S. Critz,20 North Gallatin Avenue Suite 216,"Uniontown, PA 15401-3545",(724) 434-2620,(724) 434-2621,Critz,15401-3545
PA16,US Representative,US House of Representatives,The Honorable Joe R. Pitts,PO Box 837 ,"Unionville, PA 19375-0837",(610) 444-4581,(610) 444-5750,Pitts,19375-0837
NY24,US Representative,US House of Representatives,The Honorable Richard L. Hanna,258 Genesee Street First Floor,"Utica, NY 13502-4636",(315) 724-9740,(315) 724-9746,Hanna,13502-4636
GA01,US Representative,US House of Representatives,The Honorable Jack Kingston,PO Box 5264 ,"Valdosta, GA 31603-5264",(229) 247-9188,(229) 247-9189,Kingston,31603-5264
CA07,US Representative,US House of Representatives,The Honorable George Miller,375 G Street Suite 1,"Vallejo, CA 94592-5706",(707) 645-1888,(707) 645-1870,Miller,94592-5706
CA28,US Representative,US House of Representatives,The Honorable Howard L. Berman,14546 Hamlin Street Suite 202,"Van Nuys, CA 91411-4102",(818) 994-7200,(818) 994-1050,Berman,91411-4102
WA03,US Representative,US House of Representatives,The Honorable Jaime Herrera Beutler,750 Anderson Street Suite B,"Vancouver, WA 98661-3853",(360) 695-6292,(360) 695-6197,Herrera Beutler,98661-3853
TX14,US Representative,US House of Representatives,The Honorable Ron Paul,1501 East Mockingbird Lane Suite 229,"Victoria, TX 77904-2194",(361) 576-1231,(361) 576-0381,Paul,77904-2194
GA12,US Representative,US House of Representatives,The Honorable John Barrow,107 Old Airport Road Suite A,"Vidalia, GA 30474-8840",(912) 537-9301,(912) 537-9266,Barrow,30474-8840
VA02,US Representative,US House of Representatives,The Honorable Scott Rigell,4772 Euclid Road Suite E,"Virginia Beach, VA 23462-3800",(757) 687-8290,(757) 687-8298,Rigell,23462-3800
CA21,US Representative,US House of Representatives,The Honorable Devin G. Nunes,113 North Church Street Suite 208,"Visalia, CA 93291-6300",(559) 733-3861,(559) 733-3865,Nunes,93291-6300
CA49,US Representative,US House of Representatives,The Honorable Darrell E. Issa,1800 Thibodo Road Suite 310,"Vista, CA 92081-7515",(760) 599-5000,(760) 599-1178,Issa,92081-7515
TX17,US Representative,US House of Representatives,The Honorable Bill Flores,600 Austin Avenue ,"Waco, TX 76710-2018",(254) 732-0748,(254) 732-1755,Flores,76710-2018
MN06,US Representative,US House of Representatives,The Honorable Michele M. Bachmann,110 2nd Street South Suite 232,"Waite Park, MI 56387-1313",(320) 253-5931,(320) 240-6905,Bachmann,56387-1313
MD05,US Representative,US House of Representatives,The Honorable Steny H. Hoyer,401 Post Office Road Suite 202,"Waldorf, MD 20602-2738",(301) 843-1577,(301) 843-1331,Hoyer,20602-2738
WA05,US Representative,US House of Representatives,The Honorable Cathy McMorris Rodgers,29 South Palouse Street ,"Walla Walla, WA 99362-1925",(509) 529-9358,(509) 353-2412,McMorris Rodgers,99362-1925
CA10,US Representative,US House of Representatives,The Honorable John Garamendi,1981 North Broadway Suite 220,"Walnut Creek, CA 94596-3877",(925) 932-8899,(925) 932-8159,Garamendi,94596-3877
GA08,US Representative,US House of Representatives,The Honorable Austin Scott,230 Margie Drive Suite 500,"Warner Robins, GA 31088-7813",(478) 971-1776,(202) 225-3013,Scott,31088-7813
OH17,US Representative,US House of Representatives,The Honorable Tim Ryan,197 West Market Street ,"Warren, OH 44481-1024",(330) 373-0074,(330) 373-0098,Ryan,44481-1024
OH11,US Representative,US House of Representatives,The Honorable Marcia L. Fudge,4834 Richmond Road Suite 150,"Warrensville Heights, OH 44128-6408",(216) 522-4900,(216) 522-4908,Fudge,44128-6408
RI02,US Representative,US House of Representatives,The Honorable Jim Langevin,300 Centerville Road Suite 200S,"Warwick, RI 02886-0212",(401) 732-9400,(401) 737-2982,Langevin,02886-0212
MO09,US Representative,US House of Representatives,The Honorable Blaine Luetkemeyer,516 Jefferson Street ,"Washington, MO 63090-2706",(636) 239-2276,(636) 239-0478,Luetkemeyer,63090-2706
CT05,US Representative,US House of Representatives,The Honorable Chris S. Murphy,49 Leavenworth Street ,"Waterbury, CT 06702-2115",(203) 759-7541,,Murphy,06702-2115
IA01,US Representative,US House of Representatives,The Honorable Bruce L. Braley,501 Sycamore Street Suite 610,"Waterloo, IA 50703-4051",(319) 287-3233,(319) 287-5104,Braley,50703-4051
NY23,US Representative,US House of Representatives,The Honorable Bill L. Owens,120 Washington Street Suite 200,"Watertown, NY 13601-3370",(315) 782-3150,(315) 782-1291,Owens,13601-3370
SD01,US Representative,US House of Representatives,The Honorable Kristi L. Noem,"505 12th Street, SE ","Watertown, SD 57201-4973",(202) 225-2801,,Noem,57201-4973
ME02,US Representative,US House of Representatives,The Honorable Michael H. Michaud,16 Common Street ,"Waterville, ME 04901-6611",(207) 873-5713,(207) 873-5717,Michaud,04901-6611
WI07,US Representative,US House of Representatives,The Honorable Sean P. Duffy,208 Grand Ave ,"Wausau, WI 54403-6217",(715) 298-9344,,Duffy,54403-6217
NC01,US Representative,US House of Representatives,The Honorable G.K. Butterfield,PO Box 836 ,"Weldon, NC 27890",(252) 538-4123,(252) 583-6516,Butterfield,27890
OH08,US Representative,US House of Representatives,The Honorable John A. Boehner,7969 Cincinnati-Dayton Road Suite B,"West Chester, OH 45069-6637",(513) 779-5400,(513) 779-5315,Boehner,45069-6637
SC02,US Representative,US House of Representatives,The Honorable Joe Wilson,PO Box 2381 ,"West Columbia, SC 29171-2381",(803) 939-0041,(803) 939-0078,Wilson,29171-2381
IL12,US Representative,US House of Representatives,The Honorable Jerry F. Costello,201 East Nolen Street ,"West Frankfort, IL 62896-2437",(618) 937-6402,(618) 937-3307,Costello,62896-2437
MS02,US Representative,US House of Representatives,The Honorable Bennie G. Thompson,509 Highway 82 West Suite F,"West Greenwood, MS 38930-5030",(662) 455-9003,(662) 453-0118,Thompson,38930-5030
UT03,US Representative,US House of Representatives,The Honorable Jason Chaffetz,3895 West 7800 South Suite 201,"West Jordan, UT 84088-4314",(801) 282-5502,(801) 282-6081,Chaffetz,84088-4314
NJ13,US Representative,US House of Representatives,The Honorable Albio Sires,5500 Palisades Avenue Suite A,"West New York, NJ 07093-2124",(201) 558-0800,(201) 617-2809,Sires,07093-2124
NY17,US Representative,US House of Representatives,The Honorable Eliot L. Engel,261 West Nyack Road ,"West Nyack, NY 10994-1724",(845) 735-1000,(845) 735-1963,Engel,10994-1724
FL22,US Representative,US House of Representatives,The Honorable Allen B. West,3111 South Dixie Highway Suite 308,"West Palm Beach, FL 33405-1553",(561) 655-1943,,West,33405-1553
FL23,US Representative,US House of Representatives,The Honorable Alcee L. Hastings,1755 East Tiffany Drive Suite 208,"West Palm Beach, FL 33407-3224",(561) 881-9618,(561) 881-9879,Hastings,33407-3224
MO08,US Representative,US House of Representatives,The Honorable Jo Ann Emerson,35 Court Square Suite 300,"West Plains, MO 65775-3453",(417) 255-1515,(573) 255-2009,Emerson,65775-3453
NJ12,US Representative,US House of Representatives,The Honorable Rush D. Holt,50 Washington Road ,"West Windsor, NJ 08550-1012",(609) 750-9365,(609) 750-0618,Holt,08550-1012
NJ07,US Representative,US House of Representatives,The Honorable Leonard Lance,425 North Avenue East ,"Westfield, NJ 07090-1537",(908) 518-7733,(908) 518-7751,Lance,07090-1537
MD06,US Representative,US House of Representatives,The Honorable Roscoe G. Bartlett,412 Malcom Drive Suite 200,"Westminster, MD 21157-6174",(410) 857-1115,(410) 857-3648,Bartlett,21157-6174
WV01,US Representative,US House of Representatives,The Honorable David B. McKinley,1125 Chapline Street ,"Wheeling, WV 26003-2976",,(304) 232-5722,McKinley,26003-2976
NY18,US Representative,US House of Representatives,The Honorable Nita M. Lowey,222 Mamaroneck Avenue Suite 310,"White Plains, NY 10605-1316",(914) 428-1707,(914) 328-1505,Lowey,10605-1316
NJ04,US Representative,US House of Representatives,The Honorable Chris Smith,108 Lacey Road Suite 38-A,"Whiting, NJ 08759-1331",(732) 350-2300,(732) 350-6260,Smith,08759-1331
TX13,US Representative,US House of Representatives,The Honorable Mac Thornberry,4245 Kemp Boulevard Suite 506,"Wichita Falls, TX 76308-2829",(940) 692-1700,(940) 692-0539,Thornberry,76308-2829
KS04,US Representative,US House of Representatives,The Honorable Mike Pompeo,155 North Market Street Suite 400,"Wichita, KS 67202-1818",(316) 262-8992,(316) 262-5309,Pompeo,67202-1818
PA10,US Representative,US House of Representatives,The Honorable Tom Marino,1000 Commerce Park Drive Suite 1A,"Williamsport, PA 17701-5475",,,Marino,17701-5475
KY04,US Representative,US House of Representatives,The Honorable Geoff Davis,400 North Main Street Suite 145,"Williamstown, KY 41097-1026",(859) 824-3320,(859) 824-3340,Davis,41097-1026
MN07,US Representative,US House of Representatives,The Honorable Collin C. Peterson,"320 Fourth Street, SW ","Willmar, MN 56201-3300",(320) 235-1061,(320) 235-2651,Peterson,56201-3300
IL13,US Representative,US House of Representatives,The Honorable Judy Biggert,6262 South Route 83 Suite 305,"Willowbrook, IL 60527-2987",(630) 655-2052,(630) 655-1061,Biggert,60527-2987
DE01,US Representative,US House of Representatives,The Honorable John C. Carney,201 North Walnut Street Suite 107,"Wilmington, DE 19801-3998",(302) 428-1902,(302) 428-1950,Carney,19801-3998
NC07,US Representative,US House of Representatives,The Honorable Mike McIntyre,201 North Front Street Suite 410,"Wilmington, NC 28401-5093",(910) 815-4959,(910) 815-4543,McIntyre,28401-5093
OH03,US Representative,US House of Representatives,The Honorable Michael R. Turner,61 East Main Street Suite One,"Wilmington, OH 45177-2330",(937) 383-8931,(937) 383-8910,Turner,45177-2330
